order_id,order_date,order_type,customer_id,channel,city,region,category,sub_category,sku_id,product,quantity,unit_price,discount_pct,gross_sales,discount_amount,net_sales,gst_rate,gst_amount,invoice_total,unit_cost,cogs,gross_profit,payment_mode
ORD202401892,27-10-2024,Sale,CUST01873,Store,Kochi,South,Kidswear,Kids Bottoms,SKU1046,Essential Kids Bottoms,1,349,0.11,349,38.39,310.61,0.05,15.53,326.14,190,190,120.61,COD
RET202500143,25-09-2025,Return,CUST02232,Store,Hyderabad,South,Womenswear,Dresses & Tops,SKU1031,Everyday Dresses & Tops,-1,1449,0,-1449,0,-1449,0.12,-173.88,-1622.88,724,-724,-725,UPI
ORD202401921,07-04-2024,Sale,CUST01097,Store,Bengaluru,South,Footwear,Sandals & Flats,SKU1063,Essential Sandals & Flats,1,1049,0.21,1049,220.29,828.71,0.05,41.44,870.15,601,601,227.71,Cash
ORD202502226,08-02-2025,Sale,CUST00311,Store,Ahmedabad,West,Footwear,Casual Shoes,SKU1057,Festive Casual Shoes,1,3049,0.16,3049,487.84,2561.16,0.12,307.34,2868.5,1820,1820,741.16,COD
ORD202400163,19-11-2024,Sale,CUST01747,Online,Delhi,North,Womenswear,Leggings & Bottoms,SKU1038,Essential Leggings & Bottoms,1,749,0,749,0,749,0.05,37.45,786.45,315,315,434,UPI
ORD202300442,06-07-2023,Sale,CUST02184,Store,Kolkata,East,Footwear,Casual Shoes,SKU1056,Premium Casual Shoes,3,2299,0.3,6897,2069.1,4827.9,0.12,579.35,5407.25,1252,3756,1071.9,Net Banking
ORD202501022,28-10-2025,Sale,CUST01033,Store,Chennai,South,Footwear,Casual Shoes,SKU1059,Classic Casual Shoes,1,1599,0.26,1599,415.74,1183.26,0.12,141.99,1325.25,898,898,285.26,COD
ORD202301082,21-11-2023,Sale,CUST01137,Online,,East,Menswear,Jeans & Trousers,SKU1012,Urban Jeans & Trousers,1,1299,0,1299,0,1299,0.12,155.88,1454.88,698,698,601,UPI
ORD202501703,18-06-2025,Sale,CUST01490,Store,Hyderabad,South,Menswear,Jeans & Trousers,SKU1014,Signature Jeans & Trousers,1,1949,0.14,1949,272.86,1676.14,0.12,201.14,1877.28,1130,1130,546.14,Cash
ORD202401584,05-10-2024,Sale,CUST00471,Store,Delhi,North,Accessories,Watches,SKU1083,Urban Watches,1,4999,0.2,4999,999.8,3999.2,0.18,719.86,4719.06,2901,2901,1098.2,Credit Card
ORD202300937,09-12-2023,Sale,CUST01024,Store,Ahmedabad,West,Footwear,Casual Shoes,SKU1058,Everyday Casual Shoes,2,1649,0.25,3298,824.5,2473.5,0.12,296.82,2770.32,1013,2026,447.5,UPI
ORD202400299,03-10-2024,Sale,CUST02080,Store,Pune,West,Womenswear,Leggings & Bottoms,SKU1039,Festive Leggings & Bottoms,1,599,0.22,599,131.78,467.22,0.05,23.36,490.58,274,274,193.22,UPI
ORD202301829,01-09-2023,Sale,CUST01389,Store,Gurugram,North,Womenswear,Sarees,SKU1028,Premium Sarees,3,3399,0.12,10197,1223.64,8973.36,0.12,1076.8,10050.16,2115,6345,2628.36,Cash
RET202400030,26-03-2024,Return,CUST00183,Online,Delhi,North,Footwear,Sports Shoes,SKU1066,Premium Sports Shoes,-1,3949,0.19,-3949,-750.31,-3198.69,0.12,-383.84,-3582.53,2232,-2232,-966.69,Net Banking
ORD202401900,03-05-2024,Sale,CUST01765,Store,Mumbai,West,Footwear,Sandals & Flats,SKU1062,Classic Sandals & Flats,1,1999,0.1,1999,199.9,1799.1,0.12,215.89,2014.99,1084,1084,715.1,UPI
ORD202401493,09-02-2024,Sale,CUST02429,Online,Hyderabad,South,Accessories,Belts & Wallets,SKU1073,Premium Belts & Wallets,2,549,0.15,1098,164.7,933.3,0.05,46.66,979.96,258,516,417.3,Debit Card
ORD202301759,15-11-2023,Sale,CUST01998,Store,Gurugram,North,Menswear,Shirts,SKU1004,Classic Shirts,2,2099,0.32,4198,1343.36,2854.64,0.12,342.56,3197.2,1120,2240,614.64,UPI
ORD202501109,05-07-2025,Sale,CUST00040,Online,Mumbai,West,Menswear,Jeans & Trousers,SKU1015,Heritage Jeans & Trousers,2,2549,0.38,5098,1937.24,3160.76,0.12,379.29,3540.05,1319,2638,522.76,
ORD202401462,06-01-2024,Sale,CUST02423,Online,Kochi,South,Womenswear,Sarees,SKU1026,Festive Sarees,1,4949,0.4,4949,1979.6,2969.4,0.12,356.33,3325.73,2888,2888,81.4,UPI
ORD202400714,29-02-2024,Sale,CUST02352,Store,Mumbai,West,Footwear,Sandals & Flats,SKU1063,Essential Sandals & Flats,2,1049,0.09,2098,188.82,1909.18,0.05,95.46,2004.64,601,1202,707.18,COD
ORD202401053,30-10-2024,Sale,CUST02137,Store,Ahmedabad,West,Womenswear,Sarees,SKU1026,Festive Sarees,1,4949,0.3,4949,1484.7,3464.3,0.12,415.72,3880.02,2888,2888,576.3,Credit Card
ORD202501520,09-06-2025,Sale,CUST00973,Store,Bhubaneswar,East,Menswear,T-Shirts,SKU1006,Urban T-Shirts,2,899,0.05,1798,89.9,1708.1,0.05,85.41,1793.51,441,882,826.1,UPI
ORD202300656,30-01-2023,Sale,CUST02339,Online,Mysuru,South,Womenswear,Dresses & Tops,SKU1032,Heritage Dresses & Tops,2,1149,0.36,2298,827.28,1470.72,0.05,73.54,1544.26,611,1222,248.72,COD
ORD202401932,03-11-2024,Sale,CUST02030,Store,Bengaluru,South,Menswear,Jeans & Trousers,SKU1015,Heritage Jeans & Trousers,2,2549,0.14,5098,713.72,4384.28,0.12,526.11,4910.39,1319,2638,1746.28,Debit Card
RET202300039,30-11-2023,Return,CUST00233,Online,Chennai,South,Footwear,Sports Shoes,SKU1067,Festive Sports Shoes,-1,1799,0.27,-1799,-485.73,-1313.27,0.12,-157.59,-1470.86,1097,-1097,-216.27,COD
ORD202300522,18-09-2023,Sale,CUST01058,Store,Bengaluru,South,Menswear,T-Shirts,SKU1006,Urban T-Shirts,1,899,0,899,0,899,0.05,44.95,943.95,441,441,458,UPI
ORD202300458,09-01-2023,Sale,CUST00789,Store,Chennai,South,Womenswear,Dresses & Tops,SKU1033,Essential Dresses & Tops,1,1299,0.36,1299,467.64,831.36,0.05,41.57,872.93,599,599,232.36,UPI
ORD202301913,26-09-2023,Sale,CUST02072,Store,Chennai,South,Womenswear,Dresses & Tops,SKU1032,Heritage Dresses & Tops,1,1149,0.1,1149,114.9,1034.1,0.12,124.09,1158.19,611,611,423.1,Credit Card
ORD202400456,17-12-2024,Sale,CUST01391,Store,Ahmedabad,West,kidswear,Kids Bottoms,SKU1047,Everyday Kids Bottoms,1,699,0.14,699,97.86,601.14,0.05,30.06,631.2,368,368,233.14,Credit Card
ORD202500643,19-07-2025,Sale,CUST01403,Store,Kolkata,East,Menswear,Jeans & Trousers,SKU1015,Heritage Jeans & Trousers,1,2549,0.26,2549,662.74,1886.26,0.12,226.35,2112.61,1319,1319,567.26,UPI
ORD202401275,28-08-2024,Sale,CUST01426,Store,Kochi,South,Kidswear,Kids Ethnic,SKU1053,Premium Kids Ethnic,2,649,0.09,1298,116.82,1181.18,0.05,59.06,1240.24,349,698,483.18,Credit Card
ORD202401085,27-05-2024,Sale,CUST01885,Store,Mumbai,West,Footwear,Casual Shoes,SKU1058,Everyday Casual Shoes,1,1649,0.1,1649,164.9,1484.1,0.12,178.09,1662.19,1013,1013,471.1,UPI
RET202300223,04-11-2023,Return,CUST01643,Online,Gurugram,North,Accessories,Watches,SKU1082,Classic Watches,-3,1699,0,-5097,0,-5097,0.18,-917.46,-6014.46,1118,-3354,-1743,UPI
ORD202401547,09-11-2024,Sale,CUST02038,Store,Bengaluru,South,footwear,Sports Shoes,SKU1066,Premium Sports Shoes,1,3949,0,3949,0,3949,0.12,473.88,4422.88,2232,2232,1717,Cash
ORD202301973,13-01-2023,Sale,CUST00543,Online,Delhi,North,Footwear,Casual Shoes,SKU1058,Everyday Casual Shoes,1,1649,0.35,1649,577.15,1071.85,0.12,128.62,1200.47,1013,1013,58.85,Credit Card
ORD202400179,05-03-2024,Sale,CUST01132,Online,Jaipur,North,Accessories,Caps & Scarves,SKU1089,Everyday Caps & Scarves,1,299,0.16,299,47.84,251.16,0.05,12.56,263.72,99,99,152.16,UPI
ORD202301549,22-09-2023,Sale,CUST02467,Online,Bengaluru,South,Womenswear,Leggings & Bottoms,SKU1039,Festive Leggings & Bottoms,3,599,0,1797,0,1797,0.05,89.85,1886.85,274,822,975,UPI
ORD202401622,08-04-2024,Sale,CUST01206,Online,Kolkata,East,Footwear,Casual Shoes,SKU1060,Heritage Casual Shoes,1,1499,0.1,1499,149.9,1349.1,0.12,161.89,1510.99,918,918,431.1,Net Banking
ORD202401389,08-09-2024,Sale,CUST02306,Store,Hyderabad,South,Womenswear,Sarees,SKU1027,Essential Sarees,1,5699,0.15,5699,854.85,4844.15,0.12,581.3,5425.45,3417,3417,1427.15,Credit Card
ORD202500650,17-12-2025,Sale,CUST01710,Store,Chennai,South,Kidswear,Kids Ethnic,SKU1053,Premium Kids Ethnic,2,649,0,1298,0,1298,0.05,64.9,1362.9,349,698,600,UPI
ORD202401810,01-09-2024,Sale,CUST00204,Store,Delhi,North,Accessories,Belts & Wallets,SKU1072,Festive Belts & Wallets,1,1149,0.08,1149,91.92,1057.08,0.12,126.85,1183.93,502,502,555.08,Debit Card
RET202300003,21-04-2023,Return,CUST00922,Store,Kochi,South,Womenswear,Leggings & Bottoms,SKU1036,Premium Leggings & Bottoms,-2,749,0,-1498,0,-1498,0.05,-74.9,-1572.9,320,-640,-858,Cash
ORD202301059,03-09-2023,Sale,CUST01263,Online,Hyderabad,South,Menswear,T-Shirts,SKU1009,Classic T-Shirts,1,499,0,499,0,499,0.05,24.95,523.95,228,228,271,UPI
ORD202301855,23-04-2023,Sale,CUST01754,Online,Jaipur,North,Footwear,Sandals & Flats,SKU1062,Classic Sandals & Flats,1,1999,0.18,1999,359.82,1639.18,0.12,196.7,1835.88,1084,1084,555.18,Cash
ORD202401562,16-06-2024,Sale,CUST01381,Store,Bengaluru,South,Womenswear,Leggings & Bottoms,SKU1036,Premium Leggings & Bottoms,1,749,0.05,749,37.45,711.55,0.05,35.58,747.13,320,320,391.55,Credit Card
ORD202301918,13-07-2023,Sale,CUST01268,Online,Hyderabad,South,Menswear,Jeans & Trousers,SKU1014,Signature Jeans & Trousers,1,1949,0.45,1949,877.05,1071.95,0.12,128.63,1200.58,1130,1130,-58.05,Debit Card
ORD202401838,21-05-2024,Sale,CUST01300,Store,Delhi,North,Kidswear,Kids Ethnic,SKU1052,Signature Kids Ethnic,2,699,0.09,1398,125.82,1272.18,0.05,63.61,1335.79,365,730,542.18,UPI
ORD202501944,25-12-2025,Sale,CUST00151,Online,Mumbai,West,footwear,Sports Shoes,SKU1069,Signature Sports Shoes,4,2199,0.25,8796,2199,6597,0.12,791.64,7388.64,1380,5520,1077,Cash
ORD202300853,20-02-2023,Sale,CUST00340,Store,Hyderabad,South,Menswear,Jeans & Trousers,SKU1014,Signature Jeans & Trousers,1,1949,0.15,1949,292.35,1656.65,0.12,198.8,1855.45,1130,1130,526.65,UPI
ORD202502079,02-08-2025,Sale,CUST01471,Store,Gurugram,North,Womenswear,Sarees,SKU1027,Essential Sarees,1,5699,0.14,5699,797.86,4901.14,0.12,588.14,5489.28,3417,3417,1484.14,UPI
ORD202301266,08-10-2023,Sale,CUST01427,Store,Ahmedabad,West,Menswear,Jeans & Trousers,SKU1011,Festive Jeans & Trousers,1,2049,0.18,2049,368.82,1680.18,0.12,201.62,1881.8,1030,1030,650.18,Net Banking
ORD202300029,06-08-2023,Sale,CUST01326,Online,Pune,West,Womenswear,Leggings & Bottoms,SKU1036,Premium Leggings & Bottoms,1,749,0,749,0,749,0.05,37.45,786.45,320,320,429,Net Banking
ORD202500304,28-02-2025,Sale,CUST01248,Online,Bengaluru,South,Menswear,T-Shirts,SKU1008,Premium T-Shirts,1,1099,0,1099,0,1099,0.12,131.88,1230.88,542,542,557,Debit Card
ORD202400803,18-03-2024,Sale,CUST01192,Online,Delhi,North,Footwear,Sandals & Flats,SKU1061,Everyday Sandals & Flats,2,1749,0.1,3498,349.8,3148.2,0.12,377.78,3525.98,1026,2052,1096.2,UPI
ORD202300961,24-02-2023,Sale,CUST01022,Store,Ahmedabad,West,Accessories,Belts & Wallets,SKU1075,Classic Belts & Wallets,2,449,0,898,0,898,0.05,44.9,942.9,165,330,568,UPI
ORD202300820,13-07-2023,Sale,CUST00739,Store,Coimbatore,South,Menswear,Shirts,SKU1001,Signature Shirts,1,2149,0.37,2149,795.13,1353.87,0.12,162.46,1516.33,1180,1180,173.87,Debit Card
ORD202501060,30-11-2025,Sale,CUST01773,Store,Delhi,North,Womenswear,Dresses & Tops,SKU1032,Heritage Dresses & Tops,1,1149,0,1149,0,1149,0.12,137.88,1286.88,611,611,538,Cash
ORD202500008,27-11-2025,Sale,CUST00273,Store,,South,Womenswear,Dresses & Tops,SKU1035,Festive Dresses & Tops,1,2349,0,2349,0,2349,0.12,281.88,2630.88,1271,1271,1078,Cash
ORD202401023,10-11-2024,Sale,CUST02184,Online,Jaipur,North,Womenswear,Sarees,SKU1026,Festive Sarees,1,4949,0,4949,0,4949,0.12,593.88,5542.88,2888,2888,2061,UPI
ORD202401498,06-01-2024,Sale,CUST02217,Store,Mumbai,West,Menswear,Mens Kurtas,SKU1018,Everyday Mens Kurtas,3,2099,0.2,6297,1259.4,5037.6,0.12,604.51,5642.11,1063,3189,1848.6,Credit Card
ORD202401078,08-09-2024,Sale,CUST01510,Online,Gurugram,North,Womenswear,Dresses & Tops,SKU1031,Everyday Dresses & Tops,1,1449,0.03,1449,43.47,1405.53,0.12,168.66,1574.19,724,724,681.53,Credit Card
ORD202501165,28-10-2025,Sale,CUST00737,Store,Chennai,South,Womenswear,Dresses & Tops,SKU1033,Essential Dresses & Tops,2,1299,0,2598,0,2598,0.12,311.76,2909.76,599,1198,1400,COD
ORD202300321,25-03-2023,Sale,CUST00955,Store,Delhi,North,Womenswear,Kurtis,SKU1021,Classic Kurtis,1,1799,0.02,1799,35.98,1763.02,0.12,211.56,1974.58,904,904,859.02,UPI
ORD202400861,13-09-2024,Sale,CUST00861,Store,Kolkata,East,Footwear,Sports Shoes,SKU1069,Signature Sports Shoes,1,2199,0,2199,0,2199,0.12,263.88,2462.88,1380,1380,819,Debit Card
ORD202500790,22-04-2025,Sale,CUST00074,Online,Bengaluru,South,Menswear,Jeans & Trousers,SKU1012,Urban Jeans & Trousers,1,1299,0,1299,0,1299,0.12,155.88,1454.88,698,698,601,Credit Card
ORD202300951,01-08-2023,Sale,CUST01086,Store,Bengaluru,South,Womenswear,Kurtis,SKU1024,Premium Kurtis,1,1249,0.15,1249,187.35,1061.65,0.12,127.4,1189.05,559,559,502.65,COD
ORD202300762,01-04-2023,Sale,CUST02296,Store,Mysuru,South,Kidswear,Kids Ethnic,SKU1052,Signature Kids Ethnic,1,699,0.09,699,62.91,636.09,0.05,31.8,667.89,365,365,271.09,Cash
ORD202502244,19-09-2025,Sale,CUST01609,Store,Delhi,North,Menswear,Shirts,SKU1005,Heritage Shirts,1,1949,0,1949,0,1949,0.12,233.88,2182.88,989,989,960,Credit Card
ORD202500979,06-10-2025,Sale,CUST02069,Store,Delhi,North,Accessories,Caps & Scarves,SKU1087,Classic Caps & Scarves,1,449,0.08,449,35.92,413.08,0.05,20.65,433.73,161,161,252.08,Cash
ORD202501136,05-06-2025,Sale,CUST00189,Online,Ahmedabad,West,Accessories,Caps & Scarves,SKU1086,Essential Caps & Scarves,2,1049,0.27,2098,566.46,1531.54,0.05,76.58,1608.12,412,824,707.54,COD
ORD202501317,16-05-2025,Sale,CUST02325,Store,Bengaluru,South,Accessories,Handbags,SKU1079,Everyday Handbags,2,2449,0,4898,0,4898,0.12,587.76,5485.76,1136,2272,2626,UPI
ORD202401753,21-05-2024,Sale,CUST01008,Store,Chennai,South,Menswear,Shirts,SKU1001,Signature Shirts,1,2149,0,2149,0,2149,0.12,257.88,2406.88,1180,1180,969,COD
ORD202500151,08-09-2025,Sale,CUST00267,Store,Delhi,North,Footwear,Casual Shoes,SKU1058,Everyday Casual Shoes,2,1649,0,3298,0,3298,0.12,395.76,3693.76,1013,2026,1272,Debit Card
ORD202400111,21-10-2024,Sale,CUST01102,Store,Chennai,South,Accessories,Watches,SKU1081,Everyday Watches,1,4949,0.26,4949,1286.74,3662.26,0.18,659.21,4321.47,2733,2733,929.26,Debit Card
ORD202300734,23-04-2023,Sale,CUST00716,Store,Ahmedabad,West,Womenswear,Sarees,SKU1029,Classic Sarees,1,1899,0,1899,0,1899,0.12,227.88,2126.88,956,956,943,Credit Card
ORD202300330,03-05-2023,Sale,CUST01960,Online,Hyderabad,South,Footwear,Sandals & Flats,SKU1063,Essential Sandals & Flats,1,1049,0.13,1049,136.37,912.63,0.05,45.63,958.26,601,601,311.63,UPI
ORD202300699,28-02-2023,Sale,CUST00973,Online,Coimbatore,South,Kidswear,Kids Tops,SKU1045,Essential Kids Tops,1,699,0.07,699,48.93,650.07,0.05,32.5,682.57,308,308,342.07,Debit Card
ORD202401394,18-09-2024,Sale,CUST00072,Online,Gurugram,North,Womenswear,Sarees,SKU1029,Classic Sarees,3,1899,0.21,5697,1196.37,4500.63,0.12,540.08,5040.71,956,2868,1632.63,Credit Card
ORD202301753,06-09-2023,Sale,CUST00011,Store,Pune,West,Womenswear,Dresses & Tops,SKU1035,Festive Dresses & Tops,1,2349,0.26,2349,610.74,1738.26,0.12,208.59,1946.85,1271,1271,467.26,UPI
ORD202301829,01-09-2023,Sale,CUST01389,Store,Gurugram,North,Footwear,Sports Shoes,SKU1070,Heritage Sports Shoes,1,4399,0,4399,0,4399,0.12,527.88,4926.88,2640,2640,1759,Cash
ORD202401620,17-02-2024,Sale,CUST02356,Store,Ahmedabad,West,Womenswear,Dresses & Tops,SKU1034,Premium Dresses & Tops,1,799,0,799,0,799,0.05,39.95,838.95,459,459,340,Debit Card
ORD202502200,14-01-2025,Sale,CUST01381,Store,Kolkata,East,Menswear,Jeans & Trousers,SKU1012,Urban Jeans & Trousers,3,1299,0.37,3897,1441.89,2455.11,0.05,122.76,2577.87,698,2094,361.11,Credit Card
ORD202300779,20-08-2023,Sale,CUST01660,Store,Gurugram,North,Menswear,Mens Kurtas,SKU1019,Signature Mens Kurtas,1,1949,0,1949,0,1949,0.12,233.88,2182.88,1016,1016,933,COD
ORD202401685,02-01-2024,Sale,CUST00405,Store,Bengaluru,South,Footwear,Sports Shoes,SKU1066,Premium Sports Shoes,2,3949,0.44,7898,3475.12,4422.88,0.12,530.75,4953.63,2232,4464,-41.12,COD
ORD202402054,25-12-2024,Sale,CUST01711,Store,Mysuru,South,Footwear,Sandals & Flats,SKU1062,Classic Sandals & Flats,1,1999,0.13,1999,259.87,1739.13,0.12,208.7,1947.83,1084,1084,655.13,UPI
ORD202300796,04-11-2023,Sale,CUST01151,Store,Bengaluru,South,Womenswear,Sarees,SKU1028,Premium Sarees,1,3399,0.14,3399,475.86,2923.14,0.12,350.78,3273.92,2115,2115,808.14,UPI
ORD202401894,06-04-2024,Sale,CUST01625,Store,Mysuru,South,Accessories,Watches,SKU1081,Everyday Watches,1,4949,0.08,4949,395.92,4553.08,0.18,819.55,5372.63,2733,2733,1820.08,UPI
ORD202500794,16-03-2025,Sale,CUST02319,Online,Pune,West,Kidswear,Kids Tops,SKU1042,Classic Kids Tops,2,599,0,1198,0,1198,0.05,59.9,1257.9,255,510,688,Cash
ORD202401016,02-03-2024,Sale,CUST01857,Online,Hyderabad,South,Kidswear,Kids Ethnic,SKU1053,Premium Kids Ethnic,1,649,0,649,0,649,0.05,32.45,681.45,349,349,300,Debit Card
RET202500275,05-06-2025,Return,CUST00090,Store,Mumbai,West,Kidswear,Kids Bottoms,SKU1047,Everyday Kids Bottoms,-2,699,0.16,-1398,-223.68,-1174.32,0.05,-58.72,-1233.04,368,-736,-438.32,UPI
ORD202300689,01-09-2023,Sale,CUST00522,Store,Bhubaneswar,East,Womenswear,Sarees,SKU1026,Festive Sarees,2,4949,0.29,9898,2870.42,7027.58,0.12,843.31,7870.89,2888,5776,1251.58,Cash
ORD202500921,20-09-2025,Sale,CUST01755,Online,Bengaluru,South,Menswear,Jeans & Trousers,SKU1012,Urban Jeans & Trousers,3,1299,0.2,3897,779.4,3117.6,0.12,374.11,3491.71,698,2094,1023.6,UPI
ORD202501419,05-02-2025,Sale,CUST00029,Online,Mumbai,West,Womenswear,Leggings & Bottoms,SKU1039,Festive Leggings & Bottoms,1,599,0,599,0,599,0.05,29.95,628.95,274,274,325,Debit Card
ORD202400132,03-03-2024,Sale,CUST01518,Store,Hyderabad,South,Menswear,Mens Kurtas,SKU1017,Premium Mens Kurtas,1,999,0.04,999,39.96,959.04,0.05,47.95,1006.99,421,421,538.04,Net Banking
ORD202501736,09-08-2025,Sale,CUST01871,Online,Lucknow,North,Kidswear,Kids Tops,SKU1043,Festive Kids Tops,1,649,0.15,649,97.35,551.65,0.05,27.58,579.23,298,298,253.65,UPI
ORD202502345,20-11-2025,Sale,CUST00599,Store,Delhi,North,Menswear,Jeans & Trousers,SKU1015,Heritage Jeans & Trousers,1,2549,0.31,2549,790.19,1758.81,0.12,211.06,1969.87,1319,1319,439.81,UPI
ORD202401798,29-07-2024,Sale,CUST01950,Store,Mumbai,West,Accessories,Belts & Wallets,SKU1074,Heritage Belts & Wallets,2,1149,0.25,2298,574.5,1723.5,0.05,86.18,1809.68,530,1060,663.5,COD
ORD202301032,18-11-2023,Sale,CUST02278,Online,Delhi,North,Footwear,Casual Shoes,SKU1058,Everyday Casual Shoes,1,1649,0,1649,0,1649,0.12,197.88,1846.88,1013,1013,636,UPI
ORD202500264,01-06-2025,Sale,CUST01226,Store,Bengaluru,South,Footwear,Sandals & Flats,SKU1065,Signature Sandals & Flats,1,649,0,649,0,649,0.05,32.45,681.45,370,370,279,Credit Card
ORD202301636,08-04-2023,Sale,CUST01431,Store,Bengaluru,South,Accessories,Watches,SKU1083,Urban Watches,2,4999,0.07,9998,699.86,9298.14,0.18,1673.67,10971.81,2901,5802,3496.14,COD
ORD202400496,15-08-2024,Sale,CUST02113,Store,Delhi,North,Accessories,Belts & Wallets,SKU1075,Classic Belts & Wallets,4,449,0.1,1796,179.6,1616.4,0.05,80.82,1697.22,165,660,956.4,Cash
ORD202502273,01-11-2025,Sale,CUST01476,Online,Chennai,South,Menswear,T-Shirts,SKU1009,Classic T-Shirts,1,499,0.2,499,99.8,399.2,0.05,19.96,419.16,228,228,171.2,Credit Card
ORD202400843,02-03-2024,Sale,CUST00471,Online,Mysuru,South,Menswear,Mens Kurtas,SKU1019,Signature Mens Kurtas,1,1949,0.11,1949,214.39,1734.61,0.12,208.15,1942.76,1016,1016,718.61,Credit Card
ORD202501788,28-07-2025,Sale,CUST01391,Store,Kochi,South,Womenswear,Dresses & Tops,SKU1032,Heritage Dresses & Tops,1,1149,0.4,1149,459.6,689.4,0.05,34.47,723.87,611,611,78.4,UPI
ORD202401958,23-02-2024,Sale,CUST00018,Online,Pune,West,menswear,Mens Kurtas,SKU1016,Urban Mens Kurtas,1,1899,0,1899,0,1899,0.12,227.88,2126.88,832,832,1067,UPI
ORD202400490,05-06-2024,Sale,CUST01600,Online,Bengaluru,South,Womenswear,Dresses & Tops,SKU1035,Festive Dresses & Tops,1,2349,0.17,2349,399.33,1949.67,0.12,233.96,2183.63,1271,1271,678.67,
ORD202500621,22-10-2025,Sale,CUST00635,Store,Delhi,North,Menswear,Mens Kurtas,SKU1016,Urban Mens Kurtas,3,1899,0.33,5697,1880.01,3816.99,0.12,458.04,4275.03,832,2496,1320.99,Debit Card
ORD202400092,11-10-2024,Sale,CUST01532,Online,Gurugram,North,Womenswear,Kurtis,SKU1022,Signature Kurtis,1,1449,0.38,1449,550.62,898.38,0.05,44.92,943.3,714,714,184.38,UPI
ORD202400460,03-10-2024,Sale,CUST01586,Store,Mumbai,West,Mens Wear,Jeans & Trousers,SKU1015,Heritage Jeans & Trousers,1,2549,0.28,2549,713.72,1835.28,0.12,220.23,2055.51,1319,1319,516.28,UPI
ORD202300351,15-08-2023,Sale,CUST01960,Store,Mumbai,West,Footwear,Casual Shoes,SKU1059,Classic Casual Shoes,1,1599,0,1599,0,1599,0.12,191.88,1790.88,898,898,701,Credit Card
RET202400107,11-07-2024,Return,CUST00440,Online,Bengaluru,South,Foot Wear,Sports Shoes,SKU1069,Signature Sports Shoes,-2,2199,0.53,-4398,-2330.94,-2067.06,0.12,-248.05,-2315.11,1380,-2760,692.94,COD
ORD202300659,04-01-2023,Sale,CUST01962,Online,Pune,West,Accessories,Belts & Wallets,SKU1073,Premium Belts & Wallets,1,549,0.43,549,236.07,312.93,0.05,15.65,328.58,258,258,54.93,UPI
ORD202301641,25-11-2023,Sale,CUST00892,Store,Ahmedabad,West,Accessories,Watches,SKU1082,Classic Watches,2,1699,0.19,3398,645.62,2752.38,0.18,495.43,3247.81,1118,2236,516.38,Debit Card
ORD202300372,28-01-2023,Sale,CUST01381,Online,Coimbatore,South,Womenswear,Leggings & Bottoms,SKU1040,Everyday Leggings & Bottoms,1,499,0.45,499,224.55,274.45,0.05,13.72,288.17,242,242,32.45,Credit Card
ORD202301146,12-05-2023,Sale,CUST01041,Online,Coimbatore,South,Kidswear,Kids Bottoms,SKU1046,Essential Kids Bottoms,1,349,0.11,349,38.39,310.61,0.05,15.53,326.14,190,190,120.61,COD
ORD202501081,30-08-2025,Sale,CUST00101,Store,Hyderabad,South,Footwear,Casual Shoes,SKU1058,Everyday Casual Shoes,1,1649,0.06,1649,98.94,1550.06,0.12,186.01,1736.07,1013,1013,537.06,Debit Card
ORD202300732,15-08-2023,Sale,CUST02311,Store,Mumbai,West,Menswear,Jeans & Trousers,SKU1012,Urban Jeans & Trousers,4,1299,0,5196,0,5196,0.12,623.52,5819.52,698,2792,2404,Net Banking
ORD202301577,23-06-2023,Sale,CUST02291,Store,Jaipur,North,Accessories,Watches,SKU1081,Everyday Watches,1,4949,0.16,4949,791.84,4157.16,0.18,748.29,4905.45,2733,2733,1424.16,UPI
ORD202500770,23-01-2025,Sale,CUST02285,Online,Hyderabad,South,Menswear,Shirts,SKU1001,Signature Shirts,1,2149,0.46,2149,988.54,1160.46,0.12,139.26,1299.72,1180,1180,-19.54,Cash
RET202300152,12-07-2023,Return,CUST00392,Store,Hyderabad,South,Kidswear,Kids Bottoms,SKU1046,Essential Kids Bottoms,-1,349,0.35,-349,-122.15,-226.85,0.05,-11.34,-238.19,190,-190,-36.85,Credit Card
ORD202401610,15-11-2024,Sale,CUST02326,Store,Bengaluru,South,Footwear,Sports Shoes,SKU1069,Signature Sports Shoes,1,2199,0.12,2199,263.88,1935.12,0.12,232.21,2167.33,1380,1380,555.12,UPI
ORD202500058,28-07-2025,Sale,CUST01151,Store,Chennai,South,Accessories,Watches,SKU1084,Festive Watches,1,3749,0.26,3749,974.74,2774.26,0.18,499.37,3273.63,2357,2357,417.26,
ORD202500525,10-06-2025,Sale,CUST02006,Store,Coimbatore,South,Menswear,Mens Kurtas,SKU1016,Urban Mens Kurtas,1,1899,0,1899,0,1899,0.12,227.88,2126.88,832,832,1067,Cash
ORD202401511,24-11-2024,Sale,CUST02325,Online,Bengaluru,South,Footwear,Sports Shoes,SKU1069,Signature Sports Shoes,1,2199,0.22,2199,483.78,1715.22,0.12,205.83,1921.05,1380,1380,335.22,UPI
ORD202501661,15-04-2025,Sale,CUST00173,Online,Coimbatore,South,Footwear,Sandals & Flats,SKU1063,Essential Sandals & Flats,2,1049,0.25,2098,524.5,1573.5,0.05,78.68,1652.18,601,1202,371.5,Credit Card
